0 1:90 2:41.8468 3:18.3608 4:0.0111 5:0.0221 6:0 7:0.0444 8:1 9:88.3071 10:0.1965 11:88.9462 12:0.0174
0,2 1:90 2:41.8468 3:60.0246 4:0.0111 5:0.0216 6:0 7:0.4195 8:1 9:87.3070 10:0.9673 11:87.9818 12:0.4377
0,1,2 1:12 2:116.9872 3:57.0900 4:0.3750 5:0.0833 6:0 7:0 8:4 9:2.3333 10:0.9954 11:9.1346 12:0.2789
0,1,2 1:14 2:103.8317 3:56.8944 4:0.3061 5:0.0714 6:0 7:0 8:1 9:9.3333 10:0.8660 11:12.7125 12:0.1560
0,1,2 1:15 2:106.7133 3:56.7082 4:0.3333 5:0.0667 6:0 7:0 8:4 9:6.5000 10:1.0000 11:11.7250 12:0.1202
0,1,2 1:16 2:100.9347 3:57.4464 4:0.2734 5:0.0625 6:0 7:0 8:1 9:9.7500 10:0.9691 11:14.1652 12:0.2539
0,1,2 1:16 2:115.8218 3:54.8795 4:0.3438 5:0.0625 6:0 7:0 8:8 9:0.0000 10:0 11:11.6236 12:0.3457
0,1,2 1:17 2:105.0089 3:56.3567 4:0.3010 5:0.0588 6:0 7:0 8:1 9:12.3636 10:0.3485 11:15.2560 12:0.1932
0,1,2 1:18 2:104.3722 3:55.0199 4:0.3025 5:0.0556 6:0 7:0 8:2 9:13.1579 10:0.6028 11:15.5466 12:0.2000
0,1,2 1:20 2:103.7754 3:54.1700 4:0.2950 5:0.0500 6:0 7:0 8:4 9:12.1111 10:0.7419 11:16.1316 12:0.2875
0,1,2 1:21 2:117.1936 3:57.4498 4:0.3787 5:0.0476 6:0 7:0 8:4 9:13.4545 10:0.7286 11:17.2636 12:0.2544
0,1,2 1:22 2:114.3341 3:64.1521 4:0.3678 5:0.0455 6:0 7:0 8:4 9:11.0000 10:0.8990 11:17.4860 12:0.3876
0,1,2 1:24 2:112.8811 3:54.1770 4:0.3576 5:0.0417 6:0 7:0 8:8 9:14.4286 10:0.7490 11:18.7098 12:0.4231
0,1 1:25 2:110.8513 3:53.0755 4:0.3600 5:0.0400 6:0 7:0 8:8 9:13.4464 10:0.4867 11:19.7610 12:0.3831
0,1,2 1:27 2:58.6547 3:111.4788 4:0.0370 5:0.3608 6:0 7:0 8:8 9:13.7288 10:0.9343 11:22.0040 12:0.3242
0,1 1:28 2:54.5335 3:113.0709 4:0.0357 5:0.3597 6:0 7:0 8:4 9:21.2500 10:0.5929 11:24.0036 12:0.1997
0,1 1:30 2:112.4794 3:52.7545 4:0.3489 5:0.0333 6:0 7:0 8:4 9:23.2416 10:0.5266 11:25.9680 12:0.2723
0,1,2 1:12 2:71.7881 3:67.2871 4:0.0972 5:0.0833 6:0 7:0 8:1 9:8.5000 10:0.6485 11:10.7546 12:0.1503
0,1,2 1:15 2:69.2270 3:68.8924 4:0.0756 5:0.0667 6:0 7:0 8:1 9:12.0625 10:0.9140 11:13.7798 12:0.2081
0,1,2 1:12 2:57.0900 3:257.3819 4:0.0833 5:0.6111 6:0 7:0 8:8 9:0.0000 10:0 11:8.6973 12:0.3838
0,1,2 1:15 2:55.0436 3:248.3021 4:0.0667 5:0.6267 6:0 7:0 8:2 9:7.5000 10:1.0000 11:12.5246 12:0.2497
0,1,2 1:20 2:54.1700 3:254.6515 4:0.0500 5:0.6900 6:0 7:0 8:4 9:11.5833 10:0.6167 11:16.3068 12:0.2800
0 1:100 2:106.6409 3:50.7545 4:0.3138 5:0.0100 6:0 7:0 8:1 9:96.4833 10:0.2217 11:97.6718 12:0.0676
0 1:100 2:108.3684 3:50.7545 4:0.3172 5:0.0100 6:0 7:0 8:1 9:96.6975 10:0.2253 11:97.9910 12:0.0442
0 1:100 2:108.0716 3:50.7545 4:0.3256 5:0.0100 6:0 7:0 8:1 9:95.7597 10:0.1853 11:97.2646 12:0.0684
0 1:100 2:109.1906 3:50.7545 4:0.3266 5:0.0100 6:0 7:0 8:1 9:96.4068 10:0.2487 11:98.1042 12:0.0570
0 1:100 2:110.3991 3:50.7545 4:0.3268 5:0.0100 6:0 7:0 8:1 9:96.0333 10:0.2815 11:97.9042 12:0.0442
0 1:100 2:108.3368 3:50.7545 4:0.3246 5:0.0100 6:0 7:0 8:1 9:97.4492 10:0.1992 11:98.2976 12:0.0262
0 1:42 2:108.4830 3:51.9576 4:0.3163 5:0.0238 6:0 7:0 8:4 9:32.2426 10:0.5027 11:37.9988 12:0.3055
0 1:49 2:109.3792 3:51.5496 4:0.3244 5:0.0204 6:0 7:0 8:3 9:43.9156 10:0.2270 11:45.7990 12:0.1318
0 1:56 2:110.5297 3:51.4637 4:0.3233 5:0.0179 6:0 7:0 8:2 9:50.0807 10:0.3794 11:52.9630 12:0.1358
0 1:64 2:108.3768 3:51.1829 4:0.3232 5:0.0156 6:0 7:0 8:2 9:58.4669 10:0.2326 11:60.7594 12:0.1624
0 1:72 2:107.1276 3:51.1362 4:0.3129 5:0.0139 6:0 7:0 8:1 9:68.3552 10:0.2039 11:69.6822 12:0.0872
0 1:81 2:106.6060 3:50.9328 4:0.3068 5:0.0123 6:0 7:0 8:1 9:77.2615 10:0.2736 11:78.7382 12:0.0809
0 1:90 2:107.5276 3:50.9077 4:0.3158 5:0.0111 6:0 7:0 8:1 9:85.6276 10:0.2767 11:87.5986 12:0.0612
0 1:36 2:400.3054 3:55.6458 4:0.7346 5:0.0278 6:0 7:0 8:8 9:25.6383 10:0.6177 11:30.9336 12:0.3114
1 1:36 2:400.3054 3:100.7895 4:0.7346 5:0.0278 6:0 7:0 8:8 9:14.6774 10:0.8631 11:29.3912 12:0.3898
1 1:36 2:400.3054 3:55.9034 4:0.7346 5:0.0278 6:0 7:0 8:8 9:16.8721 10:0.7436 11:30.3974 12:0.3326
0 1:100 2:60.3121 3:59.3380 4:0.0212 5:0.0180 6:0 7:0 8:1 9:98.0300 10:0.2904 11:98.9390 12:0
1 1:22 2:66.9564 3:421.0555 4:0.0455 5:0.9132 6:0 7:0 8:2 9:16.1409 10:0.5868 11:20.3234 12:0.2312
0,1,2 1:64 2:59.1612 3:571.5669 4:0.1094 5:0.9683 6:0 7:0 8:455 9:0.0000 10:0 11:55.8338 12:0.0352
0 1:80 2:42.2546 3:19.4886 4:0.0125 5:0.0248 6:0 7:0.0500 8:1 9:78.5775 10:0.1850 11:78.8972 12:0.0144
1 1:20 2:64.4326 3:65.6508 4:0.0600 5:0.0550 6:0 7:0 8:1 9:17.7105 10:0.1053 11:18.0690 12:0.0941
1 1:100 2:321.3416 3:80.4247 4:0.5615 5:0.0100 6:0.6887 7:0 8:1 9:88.5325 10:0.4994 11:95.2368 12:0.5743
0,1,2 1:10 2:79.0134 3:77.4149 4:0.1400 5:0.1000 6:0 7:0 8:1 9:4.0000 10:1.0000 11:8.7168 12:0.2316
0,1,2 1:10 2:345.4508 3:56.3942 4:0.5500 5:0.1000 6:0.7556 7:0 8:1 9:0.0000 10:0 11:8.7419 12:0.4259
0,1,2 1:12 2:75.0259 3:69.5492 4:0.1111 5:0.0833 6:0 7:0 8:1 9:5.6667 10:0.9755 11:10.5401 12:0.2304
0,1,2 1:12 2:300.6522 3:79.4872 4:0.4931 5:0.1111 6:0.8030 7:0 8:1 9:0.0000 10:0 11:9.7768 12:0.3382
0 1:150 2:314.1329 3:51.8226 4:0.5549 5:0.0095 6:0.6950 7:0 8:1 9:145.1167 10:0.2401 11:148.0371 12:0.0454
0,1,2 1:15 2:70.7203 3:63.9191 4:0.0844 5:0.0756 6:0 7:0 8:1 9:12.9000 10:0.5484 11:13.9172 12:0.0818
0,1,2 1:15 2:313.6329 3:262.8976 4:0.5067 5:0.0667 6:0.7619 7:0 8:1 9:9.3333 10:1.0000 11:12.0898 12:0.1497
0,1,2 1:17 2:68.9928 3:64.2971 4:0.0727 5:0.0796 6:0 7:0 8:1 9:15.1591 10:0.4902 11:15.7770 12:0.1298
0 1:20 2:64.9035 3:67.0207 4:0.0650 5:0.0650 6:0 7:0 8:1 9:18.5323 10:0.1432 11:18.7828 12:0.0525
0,1,2 1:20 2:333.2309 3:128.2538 4:0.4600 5:0.0500 6:0.8211 7:0 8:1 9:6.0000 10:0.7067 11:17.4456 12:0.4428
1 1:256 2:217.9010 3:259.6731 4:0.0039 5:0.8708 6:0 7:0 8:1 9:241.5789 10:0.5613 11:255.0078 12:0.0048
0 1:25 2:64.2969 3:61.8130 4:0.0560 5:0.0432 6:0 7:0 8:1 9:23.4225 10:0.1049 11:23.7298 12:0.0628
0,1 1:25 2:310.4004 3:87.0155 4:0.4272 5:0.0400 6:0.8300 7:0 8:1 9:3.5000 10:1.0000 11:21.9330 12:0.4593
0 1:30 2:63.2111 3:58.0009 4:0.0467 5:0.0400 6:0 7:0 8:1 9:28.1804 10:0.2260 11:28.6808 12:0.0651
1 1:30 2:323.9090 3:85.1987 4:0.4656 5:0.0356 6:0.8184 7:0 8:1 9:15.2647 10:0.7615 11:27.6344 12:0.3560
0 1:35 2:61.5701 3:61.6406 4:0.0384 5:0.0433 6:0 7:0 8:1 9:33.7770 10:0.1045 11:33.9166 12:0.0288
1 1:35 2:309.6208 3:78.6582 4:0.5527 5:0.0286 6:0.6924 7:0 8:1 9:22.2105 10:0.5826 11:31.8852 12:0.3275
0 1:40 2:60.2352 3:63.1039 4:0.0338 5:0.0387 6:0 7:0 8:1 9:38.6171 10:0.1233 11:38.8004 12:0.0358
1 1:40 2:317.2188 3:66.7460 4:0.5275 5:0.0250 6:0.7205 7:0 8:1 9:25.0000 10:0.8714 11:37.2962 12:0.3736
0 1:50 2:62.2491 3:60.7488 4:0.0240 5:0.0328 6:0 7:0 8:1 9:48.7282 10:0.1132 11:48.8492 12:0.0124
1 1:50 2:313.9135 3:73.4436 4:0.5676 5:0.0200 6:0.6800 7:0 8:1 9:40.5949 10:0.5829 11:47.9796 12:0.1190
0 1:60 2:60.8573 3:61.4126 4:0.0272 5:0.0239 6:0 7:0 8:1 9:58.6514 10:0.1671 11:58.8526 12:0.0169
1 1:60 2:317.8228 3:76.8319 4:0.5644 5:0.0167 6:0.6768 7:0 8:1 9:46.0259 10:0.6580 11:56.1876 12:0.4412
1,2 1:64 2:127.8353 3:482.1033 4:0.0156 5:0.9587 6:0 7:0 8:499 9:0.0000 10:0 11:57.5124 12:0.0356
0 1:80 2:60.3793 3:59.2238 4:0.0213 5:0.0228 6:0 7:0 8:1 9:78.6952 10:0.1709 11:78.9726 12:0.0075
1 1:80 2:323.1741 3:64.0460 4:0.5648 5:0.0125 6:0.6861 7:0 8:1 9:72.1149 10:0.5872 11:77.4186 12:0.1738
0 1:150 2:147.1703 3:51.4890 4:0.5794 5:0.0067 6:0 7:0 8:1 9:144.5833 10:0.2630 11:147.8091 12:0.0602
0,1 1:30 2:137.8635 3:59.2507 4:0.5178 5:0.0333 6:0 7:0 8:4 9:22.6667 10:0.3653 11:26.3336 12:0.3193
0 1:40 2:155.5442 3:53.2020 4:0.6100 5:0.0250 6:0 7:0 8:3 9:35.1183 10:0.2575 11:36.5932 12:0.1792
0 1:100 2:64.5130 3:50.7545 4:0.1082 5:0.0100 6:0 7:0 8:1 9:96.9580 10:0.1599 11:97.7996 12:0.0272
0 1:50 2:66.6628 3:54.1983 4:0.1208 5:0.0200 6:0 7:0 8:5 9:41.2576 10:0.2613 11:45.3264 12:0.3264
